diagnostics Versions PyRadiomics,diagnostics Versions Numpy,diagnostics Versions SimpleITK,diagnostics Versions PyWavelet,diagnostics Versions Python,minimumROIDimensions,minimumROISize,normalize,normalizeScale,removeOutliers,resampledPixelSpacing,interpolator,preCrop,padDistance,distances,force2D,force2Ddimension,resegmentRange,label,additionalInfo,binWidth,enableCExtensions,diagnostics Image-original Hash,diagnostics Image-original Dimensionality,diagnostics Image-original Spacing,diagnostics Image-original Size,diagnostics Image-original Mean,diagnostics Image-original Minimum,diagnostics Image-original Maximum,diagnostics Mask-original Hash,diagnostics Mask-original Spacing,diagnostics Mask-original Size,diagnostics Mask-original BoundingBox,diagnostics Mask-original VoxelNum,diagnostics Mask-original VolumeNum,diagnostics Mask-original CenterOfMassIndex,diagnostics Mask-original CenterOfMass,original shape Elongation,original shape Flatness,original shape LeastAxisLength,original shape MajorAxisLength,original shape MinorAxisLength,original shape VoxelVolume,name
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,ca7c4a1a4be3c60bb4c72249574fc6a95441f9e5,3D,[1. 1. 1.],[240 240 155],253.87,0.0,6438.49,0a135f0beca3613ccddd51bdd6f69759caeefb12,[1. 1. 1.],[240 240 155],[111 132   2  20  14  19],2144,1,[120.91 139.15  11.32],[120.91 -99.85  11.32],0.88,0.43,8.78,20.37,17.84,2144.0,./BraTS-MEN-Train/BraTS-MEN-00307-000/BraTS-MEN-00307-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,ad3331165d6091f8dc7866e329b6bc680727a1fc,3D,[1. 1. 1.],[240 240 155],105.92,0.0,3668.5,187df809ea69b389115b593edcbccf7112b3c783,[1. 1. 1.],[240 240 155],[144 148  23  29  28  27],10454,1,[157.82 161.89  35.85],[157.82 -77.11  35.85],0.95,0.9,23.04,25.68,24.42,10454.0,./BraTS-MEN-Train/BraTS-MEN-01205-000/BraTS-MEN-01205-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,075e159bd871cc453d394902d5fefff7ebce907d,3D,[1. 1. 1.],[240 240 155],48.37,0.0,948.94,566f8362c1ed42e9d1480b82083da757c3145f5a,[1. 1. 1.],[240 240 155],[56 48 62 79 89 75],169772,10,[97.69 92.3  98.12],[  97.69 -146.7    98.12],0.83,0.73,58.45,80.02,66.74,169772.0,./BraTS-MEN-Train/BraTS-MEN-00488-000/BraTS-MEN-00488-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,0d557ffda1d6d28a54cdab2324f7d4f5753df509,3D,[1. 1. 1.],[240 240 155],233.88,0.0,6569.99,bc9b170517a83e6e60256b490dacea40731298fb,[1. 1. 1.],[240 240 155],[107  76  46  26  25  16],5328,1,[119.92  88.23  52.8 ],[ 119.92 -150.77   52.8 ],0.9,0.59,14.49,24.37,22.02,5328.0,./BraTS-MEN-Train/BraTS-MEN-01280-000/BraTS-MEN-01280-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,fee14da9955157349f39da7362e7207dccc01bb8,3D,[1. 1. 1.],[240 240 155],77.08,0.0,2373.61,f45c6649a870fff4e5ed1bbddcd106f44ab7281e,[1. 1. 1.],[240 240 155],[112 184 108  10  13  14],662,1,[116.4  189.06 114.11],[116.4  -49.94 114.11],0.68,0.54,7.46,13.81,9.39,662.0,./BraTS-MEN-Train/BraTS-MEN-01429-000/BraTS-MEN-01429-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,c16db734f52efd9c3648bddfc20d89c10d48539e,3D,[1. 1. 1.],[240 240 155],54.87,0.0,1861.49,52af9bf0d0388b68d565e97592aef4b6dbd2c90a,[1. 1. 1.],[240 240 155],[107 162  12  14  16  14],609,1,[112.8  170.11  18.83],[112.8  -68.89  18.83],0.5,0.36,6.32,17.51,8.78,609.0,./BraTS-MEN-Train/BraTS-MEN-00208-000/BraTS-MEN-00208-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,ef0de9b8ed95689229c2e394b377ee14041faff3,3D,[1. 1. 1.],[240 240 155],372.17,0.0,10416.48,f25fadfc57cdcab77c0eeb6174afc0c5091a2484,[1. 1. 1.],[240 240 155],[110  88  47  15  17   8],857,1,[116.9   95.6   50.16],[ 116.9  -143.4    50.16],0.82,0.39,6.38,16.23,13.3,857.0,./BraTS-MEN-Train/BraTS-MEN-00195-000/BraTS-MEN-00195-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,9124017519367962a5a83c6a4e22f17f4d197b9a,3D,[1. 1. 1.],[240 240 155],335.03,0.0,8728.53,6a67e9866934ad34d3abc3323eff47d41324df81,[1. 1. 1.],[240 240 155],[108  69  51  23  24  12],2287,1,[118.8   80.91  54.95],[ 118.8  -158.09   54.95],0.87,0.59,11.29,19.29,16.71,2287.0,./BraTS-MEN-Train/BraTS-MEN-00876-000/BraTS-MEN-00876-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,fe1e4afc7249304def4dc33071cb1c353c313c24,3D,[1. 1. 1.],[240 240 155],59.53,0.0,1522.41,d7167ca0dec25b8f6985c89f4121c172e8437cee,[1. 1. 1.],[240 240 155],[63 74 26 56 62 67],97254,1,[ 90.04 103.01  60.99],[  90.04 -135.99   60.99],0.81,0.77,46.72,60.88,49.52,97254.0,./BraTS-MEN-Train/BraTS-MEN-01034-000/BraTS-MEN-01034-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,fc615d78b88f5d096f538816247eadf595fc7a29,3D,[1. 1. 1.],[240 240 155],292.9,0.0,8233.97,3c8fecfcc29a7ae24d2c5e49629c410214c70dbe,[1. 1. 1.],[240 240 155],[125 141  68  17  17  18],2172,1,[133.17 149.73  76.88],[133.17 -89.27  76.88],0.97,0.74,12.09,16.24,15.83,2172.0,./BraTS-MEN-Train/BraTS-MEN-01229-000/BraTS-MEN-01229-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,7fef9405d8ce340685eb1f8f1fe8630bc4b90e81,3D,[1. 1. 1.],[240 240 155],358.47,0.0,9402.92,4ae0f0dc1f4e1d8d006ff4be2e4e5c08ca6e4127,[1. 1. 1.],[240 240 155],[159  72  80  13  18  22],1994,1,[164.93  81.27  89.57],[ 164.93 -157.73   89.57],0.84,0.56,10.38,18.41,15.47,1994.0,./BraTS-MEN-Train/BraTS-MEN-01226-000/BraTS-MEN-01226-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,d4ea5f97c08d238c73bc270f529b8037bc68f7ba,3D,[1. 1. 1.],[240 240 155],213.16,0.0,8049.46,719a923c10c84cde91dc1c3014a7361280f47652,[1. 1. 1.],[240 240 155],[106 168  13  22  23  27],5377,1,[116.73 179.14  26.57],[116.73 -59.86  26.57],0.75,0.64,16.25,25.19,18.93,5377.0,./BraTS-MEN-Train/BraTS-MEN-00913-000/BraTS-MEN-00913-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,d2eae94935e648c27290e61c8a5d0e2acbbde414,3D,[1. 1. 1.],[240 240 155],156.09,0.0,4386.88,415af10c695bb8c4426cff0eedc0005c4bb8597c,[1. 1. 1.],[240 240 155],[117  75  58  10  12   7],238,1,[121.34  80.25  61.31],[ 121.34 -158.75   61.31],0.87,0.44,4.39,9.91,8.62,238.0,./BraTS-MEN-Train/BraTS-MEN-01176-000/BraTS-MEN-01176-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,63ac7a8978822c71b313234e33bcfb556d3558d2,3D,[1. 1. 1.],[240 240 155],336.55,0.0,9106.4,b7a2b557501be470df6eb12cb524d4c08281f309,[1. 1. 1.],[240 240 155],[63 87 91 26 39 33],12712,1,[ 75.55 107.47 106.08],[  75.55 -131.53  106.08],0.88,0.68,21.43,31.43,27.8,12712.0,./BraTS-MEN-Train/BraTS-MEN-00498-000/BraTS-MEN-00498-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,1249d2703058a88630b9f6731d2484ff3f931ed0,3D,[1. 1. 1.],[240 240 155],53.58,0.0,1306.16,c5bf21adf978c066c6b73f6ff28f365adf1843ea,[1. 1. 1.],[240 240 155],[121  45  32  53  62  36],12082,1,[152.39  84.57  50.21],[ 152.39 -154.43   50.21],0.68,0.42,20.74,49.29,33.46,12082.0,./BraTS-MEN-Train/BraTS-MEN-00216-000/BraTS-MEN-00216-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,4e24a0ddcb565073d8e09122bb512897506e4e9d,3D,[1. 1. 1.],[240 240 155],70.53,0.0,1857.84,9b036ba150fe8d72fed21b2ec173d1e7e02e3568,[1. 1. 1.],[240 240 155],[ 90 144 112  38  41  22],6976,1,[109.27 168.12 122.71],[109.27 -70.88 122.71],0.62,0.35,13.15,37.99,23.54,6976.0,./BraTS-MEN-Train/BraTS-MEN-00902-000/BraTS-MEN-00902-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,d4cc5698a236e783a3af1f59b710480888fc22cf,3D,[1. 1. 1.],[240 240 155],119.42,0.0,3464.46,bbf42fb120e15c519c2f8e51e2c12f09e0e50a77,[1. 1. 1.],[240 240 155],[105 193  86  18  17  17],2279,1,[113.45 200.7   93.51],[113.45 -38.3   93.51],0.79,0.74,13.17,17.88,14.16,2279.0,./BraTS-MEN-Train/BraTS-MEN-01266-000/BraTS-MEN-01266-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,6c9a39b37f44f4736b6b6364f6b1e06fb48a8a31,3D,[1. 1. 1.],[240 240 155],120.91,0.0,3021.17,32a27f51cde482710fcd4d87c4057a4be3805c94,[1. 1. 1.],[240 240 155],[ 84  83 116  10  11   6],190,1,[ 89.02  89.09 118.06],[  89.02 -149.91  118.06],0.8,0.39,3.89,9.84,7.86,190.0,./BraTS-MEN-Train/BraTS-MEN-00555-000/BraTS-MEN-00555-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,9057fae83b80450ad9573ea35806e8cc571d3457,3D,[1. 1. 1.],[240 240 155],113.64,0.0,3336.84,58286717aa4d01bd93830f14bcbc7d504d2a76f2,[1. 1. 1.],[240 240 155],[111 130   0  20  14  18],1483,1,[120.44 137.55   7.49],[ 120.44 -101.45    7.49],0.87,0.37,7.08,19.15,16.57,1483.0,./BraTS-MEN-Train/BraTS-MEN-00521-000/BraTS-MEN-00521-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,e7f1917f4501dedc5bef87e665f5bd371831a567,3D,[1. 1. 1.],[240 240 155],45.87,0.0,1452.33,4cc0d512c956eca40fb2d6d4d121d9595077cdf1,[1. 1. 1.],[240 240 155],[ 75 125 106  48  61  38],45426,1,[100.18 152.15 125.03],[100.18 -86.85 125.03],0.81,0.61,31.25,51.11,41.53,45426.0,./BraTS-MEN-Train/BraTS-MEN-00719-000/BraTS-MEN-00719-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,d00ceee191565805a6709e9c562618ea6fcca762,3D,[1. 1. 1.],[240 240 155],304.88,0.0,9808.88,08f78b957489d74a065e30a88a6107b49ac2e6fc,[1. 1. 1.],[240 240 155],[ 88 131  15  16  12  14],1043,1,[ 96.01 137.02  22.6 ],[  96.01 -101.98   22.6 ],0.85,0.55,8.17,14.9,12.67,1043.0,./BraTS-MEN-Train/BraTS-MEN-01422-000/BraTS-MEN-01422-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,5ebda30999e0d97e1075055683f4bc403c2b93c0,3D,[1. 1. 1.],[240 240 155],49.19,0.0,1526.98,9f7e58aa2999a75f9449285df9335de8643d21bb,[1. 1. 1.],[240 240 155],[65 89 35 55 58 58],84801,1,[ 91.33 115.33  64.27],[  91.33 -123.67   64.27],0.98,0.86,44.94,52.16,51.34,84801.0,./BraTS-MEN-Train/BraTS-MEN-01009-000/BraTS-MEN-01009-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,699d25f09613a3e463a0ed4a4b54cf5647b7e52a,3D,[1. 1. 1.],[240 240 155],104.28,0.0,3050.88,65970d87b23d73c290f8bd9c0d115d1f27f65039,[1. 1. 1.],[240 240 155],[ 73 170  35  21  20  22],3854,1,[ 82.92 179.28  45.58],[ 82.92 -59.72  45.58],0.89,0.76,15.28,20.02,17.84,3854.0,./BraTS-MEN-Train/BraTS-MEN-00671-000/BraTS-MEN-00671-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,adfe32444d8908c543652cd2495f46d7611bfde8,3D,[1. 1. 1.],[240 240 155],45.03,0.0,1477.58,8c9013f6dfb2b62dd4fbd1d6a497709810b0b34d,[1. 1. 1.],[240 240 155],[102 171  60  19  25  23],5195,1,[111.22 183.4   71.44],[111.22 -55.6   71.44],0.95,0.72,15.85,21.87,20.86,5195.0,./BraTS-MEN-Train/BraTS-MEN-00959-000/BraTS-MEN-00959-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,8c4a042b5d46c93e3eccb4b8c653dbea62b5943d,3D,[1. 1. 1.],[240 240 155],182.62,0.0,5731.65,8e72c9403e28e13693f0b85cd61b5471e4cf906d,[1. 1. 1.],[240 240 155],[98 93 37 17 21 27],2822,1,[105.71 101.86  52.7 ],[ 105.71 -137.14   52.7 ],0.74,0.63,13.18,21.06,15.56,2822.0,./BraTS-MEN-Train/BraTS-MEN-00578-000/BraTS-MEN-00578-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,8ae497ef8b04244de84777933dac59d6a4aa093d,3D,[1. 1. 1.],[240 240 155],48.4,0.0,1307.2,67180b1a7b98442adfba440fbe768a5939178090,[1. 1. 1.],[240 240 155],[156 139 116  11  12  12],558,1,[160.96 144.03 120.87],[160.96 -94.97 120.87],0.69,0.64,7.89,12.32,8.53,558.0,./BraTS-MEN-Train/BraTS-MEN-00974-000/BraTS-MEN-00974-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,cdcffef23912d1530e83f0d6e9ce506ed7c23455,3D,[1. 1. 1.],[240 240 155],164.21,0.0,3508.12,65c108bec37802ebef563518928c622760d26f03,[1. 1. 1.],[240 240 155],[114 123  75  66  77  55],68117,1,[147.73 164.36 102.19],[147.73 -74.64 102.19],0.9,0.32,22.87,71.43,64.14,68117.0,./BraTS-MEN-Train/BraTS-MEN-00196-000/BraTS-MEN-00196-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,9345c3c621050a284a9f1ad25d47ae708d235ee5,3D,[1. 1. 1.],[240 240 155],203.58,0.0,6051.71,8be441891bfc8e38ff831da1dd2497e2981c0e6c,[1. 1. 1.],[240 240 155],[135  56  54  40  45  42],31509,1,[153.68  79.14  75.06],[ 153.68 -159.86   75.06],0.84,0.67,28.99,42.97,35.97,31509.0,./BraTS-MEN-Train/BraTS-MEN-00776-000/BraTS-MEN-00776-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,809353c44abfbfb698e8cdedfa2bf7395ada8812,3D,[1. 1. 1.],[240 240 155],316.58,0.0,8214.67,6863e9cb4c71bb877db0dc47ad164d4cbd678fcb,[1. 1. 1.],[240 240 155],[ 98 181  25  23  24  26],5549,1,[108.75 191.01  37.5 ],[108.75 -47.99  37.5 ],0.86,0.69,16.45,23.85,20.5,5549.0,./BraTS-MEN-Train/BraTS-MEN-00192-000/BraTS-MEN-00192-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,a6ca9b1f59ef39f18008e4cafba38caf3989b97c,3D,[1. 1. 1.],[240 240 155],263.46,0.0,8406.67,669df96d2d5b8902e513fa199fb110aa5f53b0b8,[1. 1. 1.],[240 240 155],[112  62  56   8  10   6],139,1,[115.35  67.32  58.68],[ 115.35 -171.68   58.68],0.89,0.48,3.92,8.21,7.33,139.0,./BraTS-MEN-Train/BraTS-MEN-00094-000/BraTS-MEN-00094-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,251bdd650841322c99a6c25bccc898a5178d5de2,3D,[1. 1. 1.],[240 240 155],80.34,0.0,2434.55,dac5c082ed25fbb75f883e2db3c4e63df43b4e0b,[1. 1. 1.],[240 240 155],[110 112 107  19  23  18],2622,1,[119.07 122.35 115.21],[ 119.07 -116.65  115.21],0.95,0.89,15.02,16.8,15.89,2622.0,./BraTS-MEN-Train/BraTS-MEN-00502-000/BraTS-MEN-00502-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,a72647bc36e0f41e4bf94a75685e85f3562924a3,3D,[1. 1. 1.],[240 240 155],59.21,0.0,1425.13,1c81ac855a7881f5f935a654c44c2d6242948b81,[1. 1. 1.],[240 240 155],[132  74  46  26  31  25],6106,1,[146.13  93.37  58.32],[ 146.13 -145.63   58.32],0.89,0.83,19.54,23.61,20.92,6106.0,./BraTS-MEN-Train/BraTS-MEN-00146-000/BraTS-MEN-00146-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,2cc745fdd3f2df0992bcfa1ab5b2c920f36dae96,3D,[1. 1. 1.],[240 240 155],240.56,0.0,7447.09,53b272f7478f306fb246b1fd9f632f2edeed175a,[1. 1. 1.],[240 240 155],[ 63 104  79   8  13  15],443,1,[ 66.67 110.59  86.33],[  66.67 -128.41   86.33],0.8,0.34,4.77,13.87,11.13,443.0,./BraTS-MEN-Train/BraTS-MEN-01052-000/BraTS-MEN-01052-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,0c6f5a72529f50bf6be894b69f95a3cc7c7e5d67,3D,[1. 1. 1.],[240 240 155],319.14,0.0,8875.51,6c81b4e2b32cdf1a8b5ef552ae3bf705006d25e4,[1. 1. 1.],[240 240 155],[154 100  88  27  30  30],9329,1,[166.48 114.02 101.28],[ 166.48 -124.98  101.28],0.83,0.64,19.33,30.02,24.95,9329.0,./BraTS-MEN-Train/BraTS-MEN-00404-000/BraTS-MEN-00404-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,a838b1e2e79eb1172f42fe2c9e724618c362efae,3D,[1. 1. 1.],[240 240 155],35.21,0.0,953.66,92dfd9729a0cd92144e53928c8bb938ddedfb436,[1. 1. 1.],[240 240 155],[64 80 60 50 44 71],27944,2,[ 84.42 100.61 107.12],[  84.42 -138.39  107.12],0.85,0.73,33.16,45.16,38.54,27944.0,./BraTS-MEN-Train/BraTS-MEN-01241-000/BraTS-MEN-01241-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,485276ca86a28900168236bbb844128f57d31e1c,3D,[1. 1. 1.],[240 240 155],142.88,0.0,3914.11,60d035ed24647885d7ee0fe9d380dddcf5f9a29a,[1. 1. 1.],[240 240 155],[118  94  41  33  26  29],10025,1,[133.75 107.93  56.34],[ 133.75 -131.07   56.34],0.78,0.7,20.7,29.71,23.29,10025.0,./BraTS-MEN-Train/BraTS-MEN-00168-000/BraTS-MEN-00168-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,cb9c90601e079d2126e92284f1fb3fb548f9f57f,3D,[1. 1. 1.],[240 240 155],290.55,0.0,6595.42,e675f352c0feb08293f1b4bbbf24d391cc122c5b,[1. 1. 1.],[240 240 155],[ 81 100   7  62 107 128],21820,9,[116.46 184.86  71.6 ],[116.46 -54.14  71.6 ],0.78,0.26,31.56,120.97,93.84,21820.0,./BraTS-MEN-Train/BraTS-MEN-00712-000/BraTS-MEN-00712-000-t1c.nii.gz
v3.0.1,1.26.4,2.3.1,1.6.0,3.11.0,2,,False,1,,,sitkBSpline,False,5,[1],False,0,,3,True,25,True,97365d6d3207a5a6dea8400d1455b29630e1758e,3D,[1. 1. 1.],[240 240 155],155.05,0.0,6833.78,fa822010ddef992f686fb2cd9f19b5baf7dc6925,[1. 1. 1.],[240 240 155],[113  88  99  25  32  34],13608,1,[124.65 103.94 115.87],[ 124.65 -135.06  115.87],0.83,0.67,21.75,32.52,26.83,13608.0,./BraTS-MEN-Train/BraTS-MEN-00223-000/BraTS-MEN-00223-000-t1c.nii.gz
